id,bought_id,product_name,sell_date,sell_price
59,169,liver loaf,2023-06-17,16.33
60,171,custard apple,2023-07-30,8.34
61,177,cocoa butter alternative,2023-07-10,5.91
62,180,boysenberry,2023-07-27,10.03
63,183,cracker,2023-07-11,12.46
64,186,elderberry,2023-07-04,13.17
65,187,egg,2023-07-15,2.6
66,188,chablis,2023-08-14,5.2
67,192,fodder,2023-08-16,17.7
68,195,pate,2023-07-07,5.68
69,196,hamburger,2023-07-19,2.23
70,198,veggie burger,2023-08-12,5.27
71,199,pilau,2023-08-13,8.3
72,201,allspice,2023-07-11,2.26
73,202,cracker,2023-08-21,2.55
74,205,mint sauce,2023-07-15,9.09
75,207,chablis,2023-08-12,9.73
76,209,cooking oil,2023-08-12,16.56
77,211,chablis,2023-06-24,1.0
78,213,salt,2023-08-10,9.86
79,216,greek yogurt,2023-08-20,2.93
80,221,prosciutto,2023-07-31,15.13
81,222,cheeseburger,2023-06-27,12.08
82,223,lobster,2023-07-01,9.09
83,229,liver loaf,2023-08-08,1.29
84,230,flat bread,2023-07-21,15.16
85,237,fruit pastille,2023-08-16,2.13
86,240,jackfruit,2023-07-19,16.67
87,241,currant jelly,2023-07-20,6.95
88,245,mincemeat,2023-07-30,13.56
89,247,spinach,2023-07-15,7.71
90,250,applewood bacon,2023-08-11,14.41
91,254,champagne,2023-08-17,17.73
92,255,seasoning,2023-07-21,6.16
93,256,bacardi,2023-08-03,17.11
94,257,spinach,2023-08-21,1.64
95,258,boiled egg,2023-08-12,9.9
96,266,seasoning,2023-06-16,17.03
97,270,rapini,2023-08-06,1.27
98,272,liquor,2023-07-30,1.79
99,273,custard apple,2023-07-16,6.97
100,275,huckleberry,2023-07-29,11.71
101,277,huckleberry,2023-07-28,1.43
102,278,guinea hen,2023-08-22,7.27
103,283,chilli con carne,2023-07-25,6.28
104,286,dried mixed fruit,2023-08-13,12.81
105,288,prosciutto,2023-07-14,9.45
106,299,cheeseburger,2023-07-23,18.3
107,300,evergreen huckleberry,2023-07-19,6.66
108,303,salt,2023-07-27,15.34
109,304,lobster,2023-08-07,9.68
110,307,cow & gate premium,2023-07-29,12.07
111,308,pops ,2023-08-06,1.53
112,313,huckleberry,2023-07-05,14.52
113,315,veggie burger,2023-07-24,10.97
114,319,cardamom,2023-08-06,9.58
115,321,veggie burger,2023-08-16,10.85
116,322,frijj,2023-08-09,18.43
117,325,chablis,2023-07-02,20.45
118,326,cracker,2023-08-06,3.75
119,328,donut,2023-07-30,2.6
120,329,lobster,2023-07-09,14.53
121,330,pate,2023-08-03,16.02
122,331,salt,2023-07-08,3.61
123,332,kitchen utensil,2023-08-14,9.94
124,333,liquor,2023-07-19,6.48
125,334,pilau,2023-08-20,15.9
126,337,rapini,2023-06-23,12.62
127,339,pakora,2023-08-06,9.54
128,343,corned beef,2023-08-06,3.23
129,346,currant jelly,2023-07-20,7.34
130,348,seasoning,2023-07-19,7.25
131,349,natal plum,2023-07-26,18.99
132,351,jabuticaba,2023-07-25,2.84
133,353,liquor,2023-08-03,1.13
134,356,consomme,2023-08-20,14.52
135,359,allspice,2023-07-09,7.8
136,365,trout,2023-08-12,10.35
137,366,chinese salted fish,2023-08-23,3.23
138,367,spinach,2023-08-03,1.64
139,368,flat bread,2023-07-23,1.52
140,370,ice cream bar,2023-07-23,7.21
141,373,fodder,2023-07-29,6.03
142,376,yorkshire pudding,2023-08-11,14.11
143,380,cooking oil,2023-08-07,7.54
144,381,rice cake,2023-07-31,11.17
145,382,pilau,2023-08-18,3.66
146,383,dried mixed fruit,2023-08-06,6.54
147,384,organic sausage,2023-07-14,7.76
148,387,canola,2023-07-17,9.67
149,389,complan powder,2023-06-20,7.64
150,390,japanese chestnut,2023-07-18,17.02
151,393,allspice,2023-08-12,2.65
152,394,veggie burger,2023-06-29,4.59
153,396,allspice,2023-07-24,17.13
154,402,allspice,2023-08-01,9.0
155,403,canola,2023-07-06,1.44
156,404,egg,2023-06-23,13.7
157,405,jackfruit,2023-08-01,15.17
158,408,peanut butter,2023-06-26,18.88
159,409,cheeseburger,2023-08-16,10.92
160,412,beef bourguignonne,2023-08-10,22.91
161,414,cooking oil,2023-07-04,1.66
162,418,sparkleberry,2023-08-23,8.43
163,421,canola,2023-06-23,1.56
164,422,jackfruit,2023-08-23,15.43
165,429,risotto,2023-08-06,10.62
166,430,chinese salted fish,2023-08-08,6.32
167,431,risotto,2023-08-20,13.22
168,434,sparkleberry,2023-08-19,15.9
169,435,spinach,2023-08-14,4.86
170,436,suet,2023-08-12,10.94
171,440,frijj,2023-08-18,1.62
172,441,suet,2023-07-04,1.9
173,446,fodder,2023-06-27,11.0
174,450,pakora,2023-07-28,6.71
175,451,pilau,2023-08-17,15.68
176,458,beef bourguignonne,2023-07-14,5.28
177,465,pakora,2023-08-10,8.65
178,466,cheeseburger,2023-07-14,16.99
179,468,risotto,2023-07-18,14.53
180,470,kitchen utensil,2023-07-09,2.06
181,474,hamburger,2023-08-03,10.73
182,476,poppy,2023-06-24,6.63
183,477,boysenberry syrup,2023-08-02,5.01
184,478,cardamom,2023-07-20,18.61
185,479,turbot,2023-07-07,15.34
186,483,fruit pastille,2023-08-09,4.72
187,486,pops ,2023-08-08,6.68
188,488,trout,2023-08-08,12.5
189,489,spiny lobster,2023-06-25,22.08
190,490,peanut butter,2023-07-14,19.42
191,491,rice cake,2023-08-06,10.14
192,492,jackfruit,2023-07-25,22.24
193,493,donut,2023-07-22,15.19
194,494,lobster,2023-08-02,13.07
195,497,ice cream bar,2023-08-06,9.82
196,498,collard green,2023-08-10,15.42
197,499,cracker,2023-08-21,14.42
198,506,evergreen huckleberry,2023-07-12,15.9
199,508,pilau,2023-07-22,12.04
200,509,cocoa butter alternative,2023-07-01,3.19
201,511,dried mixed fruit,2023-08-11,6.95
202,517,chinese salted fish,2023-08-20,8.45
203,520,egg,2023-07-30,19.15
204,521,boysenberry,2023-08-12,6.27
205,524,cardamom,2023-07-07,13.13
206,527,trout,2023-06-28,6.89
207,532,cooking oil,2023-07-29,5.49
208,533,guinea hen,2023-08-20,4.47
209,535,turbot,2023-07-17,12.74
210,537,bacardi,2023-08-17,16.68
211,539,ice cream bar,2023-08-09,11.78
212,541,pakora,2023-08-12,3.56
213,542,cardamom,2023-07-02,13.1
214,543,donut,2023-07-18,14.3
215,544,cracker,2023-07-25,12.79
216,545,sambar,2023-08-14,14.12
217,547,liver loaf,2023-07-21,19.94
218,551,spinach,2023-07-08,15.32
219,552,corned beef,2023-07-28,9.26
220,553,greek yogurt,2023-08-13,13.9
221,555,yorkshire pudding,2023-06-30,8.19
222,556,cardamom,2023-07-01,11.53
223,557,organic sausage,2023-08-07,15.72
224,558,sparkleberry,2023-06-25,11.63
225,562,rapini,2023-08-18,12.81
226,564,yorkshire pudding,2023-07-10,3.37
227,565,collard green,2023-07-22,17.63
228,569,chinese salted fish,2023-08-13,3.8
229,573,chilli con carne,2023-07-05,9.18
230,575,hamburger,2023-08-11,14.69
231,576,natal plum,2023-07-02,11.01
232,579,risotto,2023-07-07,0.9
233,585,organic sausage,2023-08-17,8.91
234,587,jabuticaba,2023-07-03,12.58
235,590,cracker,2023-06-22,2.09
236,591,beef bourguignonne,2023-07-20,4.73
237,592,champagne,2023-08-02,4.66
238,597,cracker,2023-08-17,14.89
239,599,pakora,2023-07-09,17.67
240,600,cheeseburger,2023-08-08,19.55
241,601,pilau,2023-07-11,10.55
242,602,champagne,2023-07-25,4.71
243,605,gem squash,2023-08-09,7.58
244,609,pate,2023-06-19,15.13
245,610,evergreen huckleberry,2023-08-13,6.04
246,612,champagne,2023-07-18,18.7
247,616,applewood bacon,2023-08-09,22.78
248,618,applewood bacon,2023-08-17,15.75
249,620,liquor,2023-08-16,1.98
250,624,jackfruit,2023-08-19,11.43
251,625,pakora,2023-07-11,15.16
252,626,boysenberry syrup,2023-08-05,14.59
253,627,egg,2023-07-19,15.48
254,630,syrup,2023-08-23,14.05
255,631,sparkleberry,2023-07-24,4.46
256,632,lobster,2023-07-14,2.26
257,634,elderberry,2023-08-19,9.96
258,635,veggie burger,2023-08-09,6.39
259,636,pilau,2023-07-21,18.1
260,638,turbot,2023-07-17,14.56
261,639,donut,2023-08-22,20.62
262,640,corned beef,2023-08-23,7.34
263,642,seasoning,2023-08-19,22.04
264,644,mint sauce,2023-08-19,16.62
265,646,canola,2023-08-22,18.35
266,647,applewood bacon,2023-08-20,11.74
267,649,boysenberry syrup,2023-07-19,1.64
268,650,trout,2023-07-07,11.73
269,651,jabuticaba,2023-08-10,10.02
270,652,pate,2023-08-06,13.89
271,654,cheeseburger,2023-08-20,12.28
272,656,trout,2023-08-16,3.4
273,660,collard green,2023-07-08,15.96
274,664,pate,2023-06-28,13.26
275,665,salt,2023-07-11,14.92
276,666,custard apple,2023-06-21,17.4
277,667,syrup,2023-07-08,11.2
278,668,turbot,2023-08-14,15.05
279,671,risotto,2023-07-25,12.7
280,676,prosciutto,2023-07-28,12.09
281,678,complan powder,2023-08-12,10.52
282,679,spinach,2023-08-10,6.67
283,683,canola,2023-08-11,5.53
284,687,liquor,2023-08-04,15.17
285,688,pakora,2023-08-07,12.63
286,690,kitchen utensil,2023-08-01,16.1
287,693,beef bourguignonne,2023-07-30,21.7
288,696,sparkleberry,2023-07-29,13.21
289,698,elderberry,2023-08-21,14.25
290,700,ice cream bar,2023-06-17,5.93
291,704,jabuticaba,2023-08-03,15.68
292,705,liver loaf,2023-07-09,6.19
293,706,custard apple,2023-07-22,2.79
294,709,custard apple,2023-08-03,3.93
295,712,cheese spread,2023-08-22,7.12
296,716,guinea hen,2023-06-24,17.71
297,717,japanese chestnut,2023-08-07,4.07
298,723,boysenberry syrup,2023-08-03,5.25
299,724,boiled egg,2023-06-21,15.74
300,725,rapini,2023-07-30,6.86
301,729,chilli con carne,2023-07-10,4.98
302,730,custard apple,2023-08-16,3.89
303,731,japanese chestnut,2023-08-21,18.95
304,733,sambar,2023-07-02,2.2
305,734,beef bourguignonne,2023-08-20,15.71
306,736,collard green,2023-07-23,12.53
307,738,huckleberry,2023-07-12,3.14
308,739,fruit pastille,2023-08-04,21.34
309,744,cardamom,2023-07-31,17.21
310,749,spinach,2023-08-13,4.66
311,751,peanut butter,2023-08-09,12.16
312,753,poppy,2023-07-31,13.8
313,757,poppy,2023-07-23,7.06
314,758,cardamom,2023-07-30,4.54
315,759,boysenberry syrup,2023-08-19,11.43
316,761,rice cake,2023-06-22,8.2
317,762,complan powder,2023-08-11,18.04
318,763,egg,2023-08-04,8.75
319,764,mincemeat,2023-08-09,5.16
320,767,poppy,2023-06-19,12.46
321,768,greek yogurt,2023-06-22,5.73
322,769,ice cream bar,2023-07-18,22.05
323,770,poppy,2023-07-31,6.88
324,771,salt,2023-08-10,21.56
325,773,pakora,2023-07-24,13.94
326,775,organic sausage,2023-08-16,10.45
327,779,flat bread,2023-06-18,14.02
328,781,guinea hen,2023-08-14,12.59
329,783,champagne,2023-07-19,5.13
330,787,yorkshire pudding,2023-07-10,17.58
331,788,donut,2023-08-05,10.97
332,791,collard green,2023-07-02,6.68
333,792,ice cream bar,2023-08-11,15.28
334,796,consomme,2023-06-22,10.11
335,797,pate,2023-06-17,20.04
336,802,seasoning,2023-07-25,16.4
337,804,complan powder,2023-07-05,9.04
338,805,evergreen huckleberry,2023-07-24,5.26
339,806,mint sauce,2023-07-16,1.09
340,811,custard apple,2023-08-03,15.49
341,813,currant jelly,2023-07-02,1.19
342,814,cheeseburger,2023-08-09,8.63
343,816,spinach,2023-07-17,20.92
344,817,bacardi,2023-08-05,10.67
345,818,complan powder,2023-07-06,16.12
346,819,prosciutto,2023-07-30,6.7
347,820,liquor,2023-08-19,11.03
348,821,elderberry,2023-08-13,13.82
349,825,boysenberry syrup,2023-07-25,2.69
350,826,flat bread,2023-07-19,9.2
351,833,yorkshire pudding,2023-08-16,10.16
352,836,mint sauce,2023-07-31,23.23
353,837,rice cake,2023-07-26,20.86
354,839,sparkleberry,2023-07-17,9.0
355,840,sparkleberry,2023-07-07,17.37
356,843,rapini,2023-06-21,20.26
357,846,ginger ale,2023-08-16,13.84
358,848,ginger ale,2023-07-13,2.24
359,849,peanut butter,2023-06-26,9.67
360,850,syrup,2023-07-13,16.85
361,854,jabuticaba,2023-08-19,7.22
362,857,chablis,2023-07-25,16.62
363,860,rice cake,2023-06-26,7.96
364,863,ginger ale,2023-07-31,11.41
365,866,pakora,2023-07-01,13.24
366,870,sambar,2023-06-17,2.08
367,871,turbot,2023-06-27,18.38
368,873,cheeseburger,2023-06-12,16.17
369,874,japanese chestnut,2023-07-06,1.26
370,875,huckleberry,2023-06-15,10.95
371,884,allspice,2023-07-09,4.64
372,886,cardamom,2023-08-10,2.16
373,891,kitchen utensil,2023-08-21,2.97
374,893,ginger ale,2023-07-20,18.51
375,894,corned beef,2023-08-19,10.41
376,895,beef bourguignonne,2023-07-27,8.59
377,897,chablis,2023-06-27,14.12
378,899,cheeseburger,2023-08-11,7.9
379,902,pilau,2023-07-14,15.43
380,907,boysenberry,2023-08-11,1.63
381,911,hamburger,2023-07-26,3.41
382,914,boiled egg,2023-08-02,17.57
383,916,allspice,2023-07-29,16.02
384,917,chilli con carne,2023-08-13,5.31
385,918,prosciutto,2023-08-12,18.29
386,919,pilau,2023-07-04,5.71
387,921,chinese salted fish,2023-06-24,1.93
388,927,ginger ale,2023-07-08,7.07
389,929,boiled egg,2023-06-13,2.18
390,932,beef bourguignonne,2023-07-06,15.78
391,934,rice cake,2023-08-09,16.25
392,935,guinea hen,2023-08-07,5.82
393,938,jabuticaba,2023-07-27,3.84
394,941,mincemeat,2023-08-06,14.06
395,943,hamburger,2023-08-21,1.24
396,944,mint sauce,2023-06-30,11.41
397,946,kitchen utensil,2023-08-08,5.86
398,947,corned beef,2023-08-16,18.14
399,949,pops ,2023-07-25,4.33
400,950,lobster,2023-07-05,15.97
401,951,boysenberry syrup,2023-08-07,1.95
402,958,japanese chestnut,2023-06-28,14.98
403,959,boysenberry,2023-08-09,1.86
404,962,pate,2023-06-26,5.38
405,967,cheese spread,2023-07-23,11.18
406,968,allspice,2023-07-25,15.63
407,970,allspice,2023-07-23,10.43
408,975,gem squash,2023-07-03,1.71
409,976,boysenberry,2023-07-28,13.91
410,977,natal plum,2023-07-16,17.48
411,978,cocoa butter alternative,2023-08-23,11.31
412,980,lobster,2023-07-11,2.65
413,982,yorkshire pudding,2023-07-13,6.76
414,984,applewood bacon,2023-08-20,15.29
415,989,risotto,2023-08-04,3.16
416,992,risotto,2023-07-12,5.22
417,994,beef bourguignonne,2023-08-17,5.14
418,1000,chilli con carne,2023-08-23,11.99
419,1002,cracker,2023-07-30,1.91
420,1003,collard green,2023-07-03,9.98
421,1004,japanese chestnut,2023-08-12,0.91
422,1005,prosciutto,2023-08-23,5.84
423,1008,consomme,2023-07-22,12.91
424,1009,mint sauce,2023-07-31,3.55
425,1010,greek yogurt,2023-07-31,10.81
426,1011,currant jelly,2023-08-06,7.08
427,1012,pops ,2023-08-01,10.48
428,1013,canola,2023-08-02,9.78
429,1014,boiled egg,2023-07-10,1.78
430,1019,seasoning,2023-08-22,3.99
431,1020,elderberry,2023-08-16,1.8
432,1023,consomme,2023-08-18,3.29
433,1030,complan powder,2023-06-21,9.27
434,1032,guinea hen,2023-06-28,11.56
435,1033,canola,2023-07-31,10.06
436,1040,lobster,2023-07-28,6.56
437,1041,trout,2023-07-26,8.3
438,1042,turbot,2023-06-26,5.31
439,1044,ginger ale,2023-08-22,3.51
440,1045,fodder,2023-07-09,8.18
441,1047,pilau,2023-06-18,8.63
442,1048,chilli con carne,2023-07-22,1.48
443,1050,pakora,2023-07-24,10.72
444,1051,rapini,2023-07-24,7.8
445,1053,boysenberry,2023-08-20,12.69
446,1054,greek yogurt,2023-08-09,4.96
447,1056,champagne,2023-08-19,8.89
448,1059,frijj,2023-07-09,14.3
449,1061,cocoa butter alternative,2023-08-17,7.8
450,1062,evergreen huckleberry,2023-08-08,8.27
451,1063,liver loaf,2023-07-16,19.05
452,1066,hamburger,2023-07-27,16.4
453,1069,sparkleberry,2023-08-06,8.53
454,1070,pate,2023-06-19,4.07
455,1071,veggie burger,2023-07-10,10.86
456,1074,champagne,2023-08-09,20.64
457,1079,trout,2023-08-17,1.69
458,1086,fodder,2023-07-21,6.45
459,1087,passion fruit juice,2023-08-21,16.28
460,1088,complan powder,2023-07-12,16.87
461,1096,applewood bacon,2023-07-20,9.97
462,1101,pilau,2023-06-27,1.11
463,1102,boiled egg,2023-08-08,3.26
464,1110,cardamom,2023-06-21,2.44
465,1119,veggie burger,2023-07-03,3.36
466,1122,veggie burger,2023-08-22,17.13
467,1125,chablis,2023-08-04,13.38
468,1128,ice cream bar,2023-07-29,4.86
469,1134,evergreen huckleberry,2023-07-08,15.34
470,1142,boiled egg,2023-08-04,4.82
471,1143,natal plum,2023-08-06,2.73
472,1148,chablis,2023-08-15,7.32
473,1152,ice cream bar,2023-07-11,14.21
474,1155,boiled egg,2023-08-10,13.65
475,1156,bacardi,2023-08-05,3.64
476,1164,flat bread,2023-07-27,14.16
477,1167,allspice,2023-08-12,2.5
478,1169,natal plum,2023-07-04,15.44
479,1171,cheeseburger,2023-07-24,4.26
480,1172,suet,2023-06-19,12.59
481,1174,dried mixed fruit,2023-07-26,3.35
482,1177,pilau,2023-08-22,7.68
483,1181,applewood bacon,2023-07-21,7.95
484,1183,cheeseburger,2023-07-01,6.67
485,1185,prosciutto,2023-08-12,11.64
486,1187,dried mixed fruit,2023-07-29,8.02
487,1190,consomme,2023-07-15,11.35
488,1195,greek yogurt,2023-08-04,1.32
489,1200,elderberry,2023-07-23,7.9
490,1201,egg,2023-08-15,7.83
491,1205,huckleberry,2023-08-21,3.35
492,1206,guinea hen,2023-06-22,8.22
493,1207,consomme,2023-06-10,8.64
494,1209,suet,2023-08-13,15.57
495,1213,pakora,2023-08-23,15.99
496,1214,chilli con carne,2023-06-17,11.6
497,1215,gem squash,2023-08-03,11.58
498,1216,custard apple,2023-08-04,9.32
499,1217,canola,2023-07-21,16.56
500,1224,rapini,2023-07-17,16.2
501,1228,natal plum,2023-08-23,11.57
502,1232,prosciutto,2023-08-21,7.14
503,1233,cardamom,2023-07-07,3.94
504,1234,guinea hen,2023-08-23,3.88
505,1236,custard apple,2023-08-11,2.22
506,1237,prosciutto,2023-08-22,10.95
507,1239,guinea hen,2023-07-02,17.19
508,1240,cardamom,2023-08-07,7.58
509,1241,liquor,2023-07-25,11.04
510,1243,cheese spread,2023-08-17,1.39
511,1245,boysenberry syrup,2023-07-26,3.17
512,1246,seasoning,2023-08-09,2.18
513,1251,cheeseburger,2023-08-23,1.68
514,1252,cow & gate premium,2023-08-11,14.86
515,1253,cheeseburger,2023-07-07,7.36
516,1255,pakora,2023-06-27,21.2
517,1259,guinea hen,2023-07-17,14.12
518,1260,pops ,2023-08-08,12.35
519,1261,complan powder,2023-07-29,13.17
520,1263,huckleberry,2023-07-07,9.09
521,1265,ice cream bar,2023-06-18,13.48
522,1266,lobster,2023-06-27,14.76
523,1276,japanese chestnut,2023-07-10,16.68
524,1279,japanese chestnut,2023-07-17,1.71
525,1282,beef bourguignonne,2023-07-20,14.04
526,1283,gem squash,2023-06-23,14.86
527,1287,corned beef,2023-07-10,15.21
528,1289,poppy,2023-07-17,2.71
529,1291,hamburger,2023-07-18,3.5
530,1292,suet,2023-08-22,14.27
531,1293,ginger ale,2023-07-12,19.42
532,1295,cracker,2023-08-07,12.74
533,1297,consomme,2023-08-10,5.71
534,1302,consomme,2023-08-12,7.26
535,1303,chinese salted fish,2023-08-22,3.05
536,1305,mint sauce,2023-08-23,15.95
537,1306,cracker,2023-08-21,3.99
538,1307,rapini,2023-07-27,15.68
539,1308,dried mixed fruit,2023-08-07,4.17
540,1309,consomme,2023-07-24,8.65
541,1310,prosciutto,2023-08-02,7.42
542,1313,currant jelly,2023-07-19,10.96
543,1314,natal plum,2023-08-12,7.58
544,1316,seasoning,2023-07-31,7.34
545,1317,flat bread,2023-07-18,19.0
546,1318,cracker,2023-08-07,23.99
547,1319,peanut butter,2023-07-23,7.1
548,1321,fruit pastille,2023-08-19,8.52
549,1322,veggie burger,2023-08-18,7.13
550,1325,seasoning,2023-08-11,12.25
551,1326,cheese spread,2023-08-20,8.34
552,1327,veggie burger,2023-07-07,2.72
553,1328,cow & gate premium,2023-08-21,16.71
554,1330,custard apple,2023-07-23,8.17
555,1331,chablis,2023-07-14,11.97
556,1337,rapini,2023-08-19,8.73
557,1339,collard green,2023-08-02,1.58
558,1342,spinach,2023-08-07,5.8
559,1345,rapini,2023-06-28,5.26
560,1348,pops ,2023-08-17,7.58
561,1352,chablis,2023-08-17,7.44
562,1358,jabuticaba,2023-08-11,10.05
563,1359,boysenberry syrup,2023-07-28,3.81
564,1362,passion fruit juice,2023-08-21,3.02
565,1366,currant jelly,2023-08-22,1.81
566,1370,frijj,2023-07-29,2.7
567,1372,ice cream bar,2023-07-15,6.31
568,1375,frijj,2023-07-08,9.02
569,1381,liver loaf,2023-07-18,10.61
570,1382,mincemeat,2023-08-11,13.05
571,1384,greek yogurt,2023-08-19,13.48
572,1387,cracker,2023-08-14,11.89
573,1390,flat bread,2023-07-21,2.59
574,1391,chablis,2023-07-29,2.86
575,1393,cheese spread,2023-08-19,8.77
576,1395,fodder,2023-08-12,10.16
577,1397,liver loaf,2023-07-17,8.26
578,1398,prosciutto,2023-07-30,22.64
579,1405,applewood bacon,2023-08-19,4.64
580,1409,pakora,2023-06-29,9.7
581,1414,bacardi,2023-08-16,4.97
582,1417,mint sauce,2023-07-11,2.93
583,1422,cooking oil,2023-06-30,8.53
584,1423,canola,2023-08-12,12.77
585,1426,cardamom,2023-07-16,4.53
586,1427,chilli con carne,2023-07-19,2.32
587,1430,mint sauce,2023-07-13,2.09
588,1431,sambar,2023-06-15,9.23
589,1433,frijj,2023-07-19,8.43
590,1435,bacardi,2023-08-22,11.83
591,1436,pilau,2023-08-08,5.12
592,1437,applewood bacon,2023-08-19,4.78
593,1438,jackfruit,2023-08-16,5.84
594,1440,elderberry,2023-07-19,3.33
595,1446,fruit pastille,2023-08-11,6.41
596,1449,boiled egg,2023-08-18,1.22
597,1454,cooking oil,2023-07-21,16.68
598,1458,canola,2023-07-10,14.5
599,1460,dried mixed fruit,2023-08-11,19.21
600,1463,corned beef,2023-08-09,7.8
601,1465,huckleberry,2023-07-12,6.43
602,1468,egg,2023-08-20,13.19
603,1470,canola,2023-07-20,4.64
604,1472,boiled egg,2023-06-19,9.38
605,1474,passion fruit juice,2023-07-26,10.32
606,1477,turbot,2023-07-25,20.02
607,1481,liquor,2023-08-20,8.26
608,1485,hamburger,2023-07-18,15.84
609,1486,cocoa butter alternative,2023-08-18,15.37
610,1490,cardamom,2023-08-15,10.03
611,1493,cracker,2023-06-26,10.13
612,1496,jackfruit,2023-08-09,17.0
613,1497,sambar,2023-07-19,5.85
614,1498,peanut butter,2023-08-10,18.56
615,1499,ginger ale,2023-08-12,1.59
616,1500,fruit pastille,2023-08-10,9.75
617,1501,consomme,2023-07-21,15.78
618,1502,bacardi,2023-07-13,18.58
619,1504,yorkshire pudding,2023-08-16,1.96
620,1505,veggie burger,2023-08-18,18.1
621,1506,fodder,2023-08-08,16.4
622,1507,egg,2023-07-11,10.21
623,1508,applewood bacon,2023-08-23,17.36
624,1510,chablis,2023-07-26,2.47
625,1513,sambar,2023-07-02,6.23
626,1515,corned beef,2023-08-02,4.93
627,1516,cheeseburger,2023-08-23,3.56
628,1518,consomme,2023-08-22,1.49
629,1520,frijj,2023-06-17,18.0
630,1524,corned beef,2023-08-20,1.57
631,1525,sparkleberry,2023-07-11,4.37
632,1528,sambar,2023-08-17,21.2
633,1536,boysenberry syrup,2023-06-15,3.65
634,1542,suet,2023-08-07,9.01
635,1543,cheese spread,2023-08-02,3.31
636,1544,boiled egg,2023-08-15,17.35
637,1553,champagne,2023-08-07,13.7
638,1561,ginger ale,2023-06-15,1.54
639,1562,complan powder,2023-07-02,7.38
640,1564,boysenberry,2023-08-17,1.3
641,1566,rapini,2023-07-08,9.18
642,1568,flat bread,2023-07-04,8.42
643,1569,greek yogurt,2023-06-15,8.56
644,1571,fodder,2023-07-30,8.12
645,1572,seasoning,2023-06-30,4.62
646,1573,ice cream bar,2023-08-12,23.26
647,1574,elderberry,2023-08-13,2.94
648,1576,elderberry,2023-07-05,3.54
649,1577,consomme,2023-08-03,9.73
650,1578,mincemeat,2023-08-15,6.59
651,1581,veggie burger,2023-07-30,11.75
652,1583,jackfruit,2023-08-07,10.45
653,1585,passion fruit juice,2023-08-15,14.81
654,1589,collard green,2023-07-07,17.16
655,1590,rice cake,2023-08-14,10.4
656,1591,evergreen huckleberry,2023-07-07,18.75
657,1593,spinach,2023-07-07,5.73
658,1594,spinach,2023-07-25,5.03
659,1597,collard green,2023-07-20,9.14
660,1602,rapini,2023-07-10,6.95
661,1603,ginger ale,2023-08-19,14.35
662,1604,jackfruit,2023-08-11,8.78
663,1605,jabuticaba,2023-06-24,6.76
664,1611,suet,2023-08-16,3.38
665,1613,cheeseburger,2023-06-19,8.24
666,1615,flat bread,2023-07-12,8.2
667,1617,corned beef,2023-08-01,11.29
668,1622,peanut butter,2023-07-10,18.98
669,1624,seasoning,2023-08-09,2.21
670,1626,boysenberry syrup,2023-08-02,4.79
671,1628,turbot,2023-08-21,1.24
